0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.444756198849165944e-02,6.483048114859424338e-01,3.024166703705134296e+00,6.690537290059640441e+01
1.263069591746504051e-02,2.144398279851938427e-01,1.840526163839109941e+00,3.669134035826470797e+00
6.403452580138629426e-03,3.267440713929048446e-01,2.094573978243281953e+00,6.191803695468580671e+00
1.582097065828290405e-02,6.200280785659321170e-01,2.952707124617126588e+00,6.417494218104074832e+01
1.385503808813279281e-02,2.114504981534555961e-01,1.854393780472436859e+00,3.656686009771984214e+00
7.155678129346168710e-03,3.182833316891242603e-01,2.090145127318367102e+00,6.118077025889395948e+00
1.570104297496689033e-02,6.202907884989359300e-01,2.953664700511464236e+00,6.410660948720349950e+01
1.590159431047681940e-02,6.318216485601585442e-01,3.000147576202668809e+00,6.611545816942665965e+01
1.389358655798515405e-02,2.116402800302058240e-01,1.852827049704142137e+00,3.668408345599697196e+00
7.232657371566326293e-03,3.205467626625235766e-01,2.101151764852899895e+00,6.225907433334347374e+00
