6.481269069841348596e-02,1.954777342680067975e-01,7.704788094116641339e-01,2.993329386808641690e+00
1.687044347992531501e-01,4.437435164575289498e-02,8.081715128334789888e-01,6.943424950364560644e-01
1.064613358748091598e-01,8.529230383282541961e-02,8.604054948168503580e-01,1.556818372688179242e+00
6.866006794791106038e-02,1.567153013561635722e-01,7.626158767582539300e-01,2.997606965649999733e+00
1.761977255917057672e-01,2.908768323179644621e-02,8.064016650312387791e-01,7.192380109106222275e-01
1.116018423517639580e-01,6.035855637781697980e-02,8.564590639000546624e-01,1.583926326889828484e+00
6.851154795837550993e-02,1.570294317066595335e-01,7.616547744384462026e-01,3.007231221806351051e+00
6.861123602774117647e-02,1.584649854221310272e-01,7.525344843391490457e-01,3.025493817933740726e+00
1.764857205847719934e-01,2.911760056619170853e-02,8.023409735548360233e-01,7.205534731869901455e-01
1.115314460772550281e-01,6.053521758832372535e-02,8.505731820521010844e-01,1.596965744277467847e+00
