2.606239865642735243e+00,7.954104923596225230e-02,7.897121593094068581e-01
2.629765781733788721e+00,7.682272205775708684e-02,8.010112241041845715e-01
2.492721324070191091e+00,6.919404284122944448e-02,8.391039274117565450e-01
3.945700478440593795e+00,7.989550389965782706e-02,8.097217170302051237e-01
2.732490515441669210e+00,8.033276720089427281e-02,8.058472257249732484e-01
4.232639163783087355e+00,6.972882395748074280e-02,8.139851092678854760e-01
2.429213387824302295e+00,8.145372299654565773e-02,8.018229101908046497e-01
2.097294924911094149e+00,9.401306814309733084e-02,7.480336361064602313e-01
3.454860772181068462e+00,1.022975110441413371e-01,7.206810887321400960e-01
3.791090486628875489e+00,7.386740294428532916e-02,7.759890168070693317e-01
2.756052056607883660e+00,8.357308105210720095e-02,7.851338283356148473e-01
4.119925870416067504e+00,7.140907294121709437e-02,8.006585471577736257e-01
2.559448332132533643e+00,8.378408675102101688e-02,7.812580158719553136e-01
3.242525010311531286e+00,8.528296508641450280e-02,7.787465300486543507e-01
3.502932666710521392e+00,8.323876076301976734e-02,8.023750107981926227e-01
2.503619069389491081e+00,8.102674615830471327e-02,7.905628855727638848e-01
3.477160790543509794e+00,7.045726273382119098e-02,8.348614349337325491e-01
3.992043811992647573e+00,8.561531327855533002e-02,7.662876419146051887e-01
3.668211303879948648e+00,7.576640255105059063e-02,8.056669092668603538e-01
3.417188835565728500e+00,9.006810719625835127e-02,7.720313287804024815e-01
2.336924654500940779e+00,8.557902168160963496e-02,7.863639690788729597e-01
4.015076217722400642e+00,8.452178965918417941e-02,7.855086972203630946e-01
3.044480108076167202e+00,9.044587357612253464e-02,7.639168190492657828e-01
2.661263568006251301e+00,8.939344882975233664e-02,7.524792181018755688e-01
2.763811779685055203e+00,7.176209269185919448e-02,8.243079056098882029e-01
3.066058152772208611e+00,6.827088310490325718e-02,8.415678196057844174e-01
3.120437589905472375e+00,6.604688415384603328e-02,8.143118933288177042e-01
2.859604280698848200e+00,7.889335883780222713e-02,7.975798641668357947e-01
2.913484509172777681e+00,7.428683687092559051e-02,8.213052547532471159e-01
3.270514082669346401e+00,8.510371891182290371e-02,7.636208361378556964e-01
3.475913052682033211e+00,7.677445884386666086e-02,7.857849167345910546e-01
3.433659791008877527e+00,8.406088183376304868e-02,8.019676882983244326e-01
3.285624744413499609e+00,6.578615015985676828e-02,8.247984820336754508e-01
2.965555923141711236e+00,9.393858413893745041e-02,7.514283766251086405e-01
2.964832548637086784e+00,6.732178931715225578e-02,8.375751159458915129e-01
2.014231113066339063e+00,7.583346876321334085e-02,8.064296866207938397e-01
2.677535510577199851e+00,9.528938584845464410e-02,7.589318687441748423e-01
3.390958191222413820e+00,8.737271138171930074e-02,7.836337749768190752e-01
2.799742369482562498e+00,9.298636053893902242e-02,7.488075927966338918e-01
2.581473370806191436e+00,7.638501729954576269e-02,7.864337672432109017e-01
2.999043525057064397e+00,6.319236935137025057e-02,8.549505918088725620e-01
3.255108053144751157e+00,8.015850930640032457e-02,8.024988250922528987e-01
3.027794524925929043e+00,8.409114888040809810e-02,7.777789206952768764e-01
2.978548622290964953e+00,7.218941101868318888e-02,8.337820130344276714e-01
2.711277172044999073e+00,8.661193494202788778e-02,7.824089428091588472e-01
2.711706491697699395e+00,8.501789826477752776e-02,7.733050961454779326e-01
2.963310433085674767e+00,8.054526309628760872e-02,8.031013330449786602e-01
3.198313779373461063e+00,7.285023623472507148e-02,8.093021151096182475e-01
4.314692895463813294e+00,6.983358302043013444e-02,8.334273597863049998e-01
2.892742456162699760e+00,7.711440219422062425e-02,8.096175633156829088e-01
3.895494665631564324e+00,7.192332673966086998e-02,8.206679627178652403e-01
2.412124615209211065e+00,8.173458000847851068e-02,7.762080331618054219e-01
4.361214585275413391e+00,7.566175555497568761e-02,8.135271378168210665e-01
2.595997087994380337e+00,7.638573831524068936e-02,8.076819139601312258e-01
3.761822470075853797e+00,7.859122531540785328e-02,7.709865964328310728e-01
3.110549917864948721e+00,7.721517977492631246e-02,8.151627091000351877e-01
3.287365266115809259e+00,6.936982121152723835e-02,8.137383345248124789e-01
3.203933263426083755e+00,7.597462584711764388e-02,8.161332391787002871e-01
3.524170704267701293e+00,7.729574224353788492e-02,8.118623282388184315e-01
2.845830495629111390e+00,7.182053596192178313e-02,7.942570004636213543e-01
3.123754784276308261e+00,8.683102522111404986e-02,7.799432474736190946e-01
2.607934111059445392e+00,7.117158569993202455e-02,8.030670563096238279e-01
3.859642207402293579e+00,7.602595431722125596e-02,7.999294655658943931e-01
3.654004410282968074e+00,6.830425262668522735e-02,8.343864561963677540e-01
3.331507521819487394e+00,9.565001770735082065e-02,7.407781048477983799e-01
3.172708531650141328e+00,7.289704416910036677e-02,8.254494796250406718e-01
3.207112026802392268e+00,8.983509176107505600e-02,7.912516716533181116e-01
3.114718363188132333e+00,8.177224510876099361e-02,7.805267797245724060e-01
2.857316421168115461e+00,7.672179533988225664e-02,8.067552652663617652e-01
2.863965888990235964e+00,7.482976510649122504e-02,7.787460565556091341e-01
3.121233870569209756e+00,7.654710426822690372e-02,8.120342567071662243e-01
2.821554957605077352e+00,8.849958171366681392e-02,7.782104778511261811e-01
3.117595438168322630e+00,8.183342995532666420e-02,8.033357559352057864e-01
2.088617248431723805e+00,8.399420082532572940e-02,7.808738670152779449e-01
2.778069862997270434e+00,8.143182182465653896e-02,8.008832150413326412e-01
3.137647169121947410e+00,6.672755836017864317e-02,8.384373296445754020e-01
3.670413658629236409e+00,7.968618778210750930e-02,8.109988914715448027e-01
2.934115896457262007e+00,7.437803585422232688e-02,8.135244959449168256e-01
2.467244109634227023e+00,8.864329788872943316e-02,7.686293155694725598e-01
3.079305817373709342e+00,7.728566235472986157e-02,8.070167242209820291e-01
3.781428751731937155e+00,7.781318723717152441e-02,8.066440158864689458e-01
3.047530121017834936e+00,7.827646079438047022e-02,8.116177745371682128e-01
3.022583298264054807e+00,7.036534221324859673e-02,8.283920829111830475e-01
2.529335523213968262e+00,8.711989532382688473e-02,7.543427214005637982e-01
2.779237602849339073e+00,7.118995831642706273e-02,8.212274794404330613e-01
2.739542232046358716e+00,9.121634682743319511e-02,7.612676082331869543e-01
2.664859396654198243e+00,8.673169350932910526e-02,7.706777082753815122e-01
3.501507443239219697e+00,6.987346242093987747e-02,8.068157245013962697e-01
2.908637791729246747e+00,7.301976610438777604e-02,8.079421712700324276e-01
2.886428751672504678e+00,7.595880240980680542e-02,8.002294797111713098e-01
2.631209171352822285e+00,8.702089238335100618e-02,7.806941929730665253e-01
3.773264740951980389e+00,8.120130343839970788e-02,8.028779212280585664e-01
2.698906161121052971e+00,8.177077773167099051e-02,7.879558806970341500e-01
3.134113035475835307e+00,6.869914000822370526e-02,8.213317583029425828e-01
2.751467277484712426e+00,8.624147007156536537e-02,7.965151812407259557e-01
3.127465524270423902e+00,7.530134639432067845e-02,8.054416658284425656e-01
2.685991467534818433e+00,8.549679610574507926e-02,7.954828456761939837e-01
2.674238305213687994e+00,7.862761554623716453e-02,7.952280748813028710e-01
3.742552399069444924e+00,7.010472157644395685e-02,8.367151772842673640e-01
2.739901304953380468e+00,7.513378057597142057e-02,8.251265540936209009e-01
2.633463109138688196e+00,7.934040062264685611e-02,7.975042569311564522e-01
2.672904701239027236e+00,7.807343503921330974e-02,7.954163021513557252e-01
3.191354767983951568e+00,8.693014933969127334e-02,7.823763659275397853e-01
2.995971662803528446e+00,6.811146137493553909e-02,8.217766325125744897e-01
4.403904986905868846e+00,7.442326757833712947e-02,8.123239941438056277e-01
3.915266449507417423e+00,7.315286408030806375e-02,8.338951618487231432e-01
3.714721945771396250e+00,8.012282461712318116e-02,7.942971616929537237e-01
3.317788563548819791e+00,6.643687350828741955e-02,8.307989771391877110e-01
3.528315908687392088e+00,8.384137682210313081e-02,8.009948823283981056e-01
3.129893853559049255e+00,7.194199157143252310e-02,8.271251079472307088e-01
3.014512064882632458e+00,8.036392551250128025e-02,7.755743546096736107e-01
2.705461383291738908e+00,8.184838451010044424e-02,7.823656391541350397e-01
3.281575916427481587e+00,9.791052730231411538e-02,7.429776553610100143e-01
2.431353123929858029e+00,8.703491771674512489e-02,7.757953769386238818e-01
3.405886065087461390e+00,7.862205128558774625e-02,7.864940602012125970e-01
3.203506303709911851e+00,6.813961545212554594e-02,8.355225447358141100e-01
3.447226561272363821e+00,8.065157695216074174e-02,7.806224297052450911e-01
2.837873767562321792e+00,8.262263909319625399e-02,7.771364786410799308e-01
3.546184686048430290e+00,7.098599908314016937e-02,8.290935952078931637e-01
2.463046757684593580e+00,7.052611903590540188e-02,8.284028350594788703e-01
2.999497755405930999e+00,6.682570101236018356e-02,8.283859809784932526e-01
3.206334120146664191e+00,7.761404033432953153e-02,8.012399633303192159e-01
3.087935741954076718e+00,7.982548067693914784e-02,7.965276071843128136e-01
2.233180272318703530e+00,9.253599684993892016e-02,7.497923593713207158e-01
2.410931481565721679e+00,8.308201488458556716e-02,7.772856911086902798e-01
2.524325436634589970e+00,8.116590483925358035e-02,7.937308063203720732e-01
2.916692809603345093e+00,6.100390674882180675e-02,8.542018574347155502e-01
2.870738972393847455e+00,7.758160640088161697e-02,7.845896629591071481e-01
2.813565649392881340e+00,6.810904092677566579e-02,8.356390826151515183e-01
3.254124866432088314e+00,7.340857913439645388e-02,8.099506228313452239e-01
2.428200989979389490e+00,8.255705353040636296e-02,7.828793800153943661e-01
3.369424846113144412e+00,8.025535938942504610e-02,7.942486357999543056e-01
3.463622920969662733e+00,7.618910992052491116e-02,8.012830340158472175e-01
3.877090384536606926e+00,7.707726126721241300e-02,8.058239175326133985e-01
3.374527054752625155e+00,7.512503237179950222e-02,8.298193842762321415e-01
3.157566500367911644e+00,9.481244694408116902e-02,7.559750574206236529e-01
3.402584811885980276e+00,7.167756915071614443e-02,8.417381566752749622e-01
2.797266232112478157e+00,7.808313641453847043e-02,8.099406514503593169e-01
2.631303225305807292e+00,7.939689900112739673e-02,8.070696552465503881e-01
3.067879385051778485e+00,7.814796477955356091e-02,8.114285633436401080e-01
3.183671920565700031e+00,8.723162028604329599e-02,7.892678566321109646e-01
3.460204697826041453e+00,7.858237793196100329e-02,8.157209960323918985e-01
3.250598142528223544e+00,7.517157089405569759e-02,7.962008051270982323e-01
2.743903571892084781e+00,8.523340238125247381e-02,7.536938064732766618e-01
2.884600912396382277e+00,9.167743459373423054e-02,7.312383457450133406e-01
3.016443111617417294e+00,7.740623957165360114e-02,7.897117380019833544e-01
2.874727779091841740e+00,7.656999148403853539e-02,8.112155532633427146e-01
2.204188794560988818e+00,8.097157784679448467e-02,7.863904648492930916e-01
3.860946457497866469e+00,6.679656050028766334e-02,8.253683342263392619e-01
2.812247334199761362e+00,7.834355618128134580e-02,8.146270781455984267e-01
3.053654016796075954e+00,7.590191212525759790e-02,8.065998787475723297e-01
2.784948738623884257e+00,7.514787241544959584e-02,8.022508726216428521e-01
2.754557950258591514e+00,7.423644961591299718e-02,7.898863901832838819e-01
2.755415075191462559e+00,7.734005064889955261e-02,8.025366691389895779e-01
2.660524662016753528e+00,8.002432283283866798e-02,7.861387330947657848e-01
3.326830618523703098e+00,7.476360791203300049e-02,8.134809030780351113e-01
1.905112146125482520e+00,9.401460952424886552e-02,7.672524816028944983e-01
3.266314489276632926e+00,7.748930884079885395e-02,8.169288863418020519e-01
4.115162029291421497e+00,7.912958824663320068e-02,7.969459741347016957e-01
3.240739891185590249e+00,8.667531453516401363e-02,7.782938492662778707e-01
2.449381161880604729e+00,7.966615330403468975e-02,8.020857662091731566e-01
3.000114299563386933e+00,8.295449384599712372e-02,7.869237123683037183e-01
3.072921060356915923e+00,7.772979869155537125e-02,8.310116487317645850e-01
2.730203105675066855e+00,7.900928066411044837e-02,8.209241898879721111e-01
4.102895054877054193e+00,8.801974741786307288e-02,7.822422186074493577e-01
3.305128669828885535e+00,7.806481115559402162e-02,7.962019421094118643e-01
3.941717278261166690e+00,8.111189868390031310e-02,8.019771652981276810e-01
3.458098423405161714e+00,7.888464775491033087e-02,7.986102035858302362e-01
3.000274629660375947e+00,8.974346626435927843e-02,7.869357603738461604e-01
3.183215035282213723e+00,7.490993835906162301e-02,8.145103090783466504e-01
2.367005466239561873e+00,9.106488375906482413e-02,7.550201624729304672e-01
2.755833108341750215e+00,6.625450455386307225e-02,8.261664156739595422e-01
3.003563845937098353e+00,6.581726784597904945e-02,8.211066052537978610e-01
2.664479508321937917e+00,8.936764707870888114e-02,7.715967077283727438e-01
2.869802429310242875e+00,8.642729190221716540e-02,8.015167366001069160e-01
3.677239245815033364e+00,6.875411242006976287e-02,8.403264989251006956e-01
2.891826516101472677e+00,7.482000766134128122e-02,8.201126743407721742e-01
4.201883698766667230e+00,7.624545875140058271e-02,8.067688948325455467e-01
2.764210128708725289e+00,9.642550393252541374e-02,7.541321669216651813e-01
2.854693479048181270e+00,7.502641381379965280e-02,8.067592005607548966e-01
3.186446018057972118e+00,7.694260287441588575e-02,8.206200036057331726e-01
2.794603115332345844e+00,7.593101813677097245e-02,8.218015198244617014e-01
3.543383293263786094e+00,7.406422788646138677e-02,8.267271026697023961e-01
2.833218562817378938e+00,7.665204815457883625e-02,8.105001381867383836e-01
3.189969021837077534e+00,9.506609810485895651e-02,7.742950845919930325e-01
2.525004469971003029e+00,7.850312225722708148e-02,7.982542086704014217e-01
2.566856758810708072e+00,8.311927458241855082e-02,7.978716134453215370e-01
3.901759366262331330e+00,8.412229046985653103e-02,7.853061277500693604e-01
2.903293212663693001e+00,8.785664002440922438e-02,7.748696082668840024e-01
3.475887145478125273e+00,8.024411335381104182e-02,7.951734865645702088e-01
3.354592847932202027e+00,8.257768040226667883e-02,7.699864543286896179e-01
2.474355649607812957e+00,8.838086802759703708e-02,7.763543491454488743e-01
2.388950781018357450e+00,9.116498516718546385e-02,7.604782048693147223e-01
3.488035668659577926e+00,7.265787941695811547e-02,8.087957955123910025e-01
3.490467925404100669e+00,8.635732959724903846e-02,7.823220897535965168e-01
3.567256548549019968e+00,7.363691171265016044e-02,8.289502991088777417e-01
2.159578373927715678e+00,9.048671014693131232e-02,7.576557979042343183e-01
4.780568979222767467e+00,7.175158661306180186e-02,8.223664761842884863e-01
2.324171494738429544e+00,7.370899745954945237e-02,8.072823355143081692e-01
2.671109904352955589e+00,7.335615748838657246e-02,8.275355732847113899e-01
