7.990616660180820119e-02,1.477577670338423577e-01,9.276329061062049686e-01,2.866756014092944582e+01,-5.563583528687881419e+00,2.367795970253469218e+00
7.295044648405610288e-02,2.240472843648569912e-01,7.523995439904954674e-01,3.049422610668418798e+01,-8.204386547117348272e+00,2.705618129515882764e+00
7.251336863823013013e-02,2.411750022312261210e-01,7.399614529298028653e-01,3.290961924025818774e+01,-9.810690895912571818e+00,2.743692119341583968e+00
6.623113012557252377e-02,2.551089200959671399e-01,5.889527028639300887e-01,3.291118842251487564e+01,-1.089017843061806801e+01,2.943853141060971623e+00
6.614065423046702752e-02,2.690266031412937853e-01,6.185102665162257596e-01,3.313266942429393680e+01,-1.026949013124226973e+01,2.970815984785621033e+00
8.445823794928893069e-02,1.977382293495865972e-01,7.227983024527361300e-01,3.811768008949258046e+01,-6.904103248137340998e+00,2.581734609253992563e+00
8.548531057697111857e-02,1.607795274990811984e-01,7.486259068985421372e-01,3.836656226176253881e+01,-6.895980210288386480e+00,2.579337380748967234e+00
8.729153372809912714e-02,1.407090400096190075e-01,7.943657537250397027e-01,3.247172337421519472e+01,-8.664596292443114578e+00,2.112657624374523202e+00
1.167709715552352756e-01,1.003638783968935771e-01,7.522898514199279907e-01,3.994107521004556816e+01,-3.224864398669108123e+00,1.523163754511147827e+00
1.765963009988764376e-01,6.563176658908620453e-02,8.567419170198825595e-01,5.795798342795386304e+01,-1.730689532018865107e+00,9.951530323774470110e-01
1.982154989078410701e-01,3.988108091229684848e-02,9.229485544576396805e-01,6.397064388038869254e+01,-1.321296611383465214e+00,9.409102529220343403e-01
1.736789353700675109e-01,4.479364063377649224e-02,8.391446056654786601e-01,5.706343802219836192e+01,-1.547998205789168136e+00,1.097621386801653331e+00
2.785070846857592430e-01,3.260433859193254125e-02,8.919697298192407198e-01,8.786514297355996916e+01,-1.180009420502584172e+00,6.908660356152550586e-01
2.851059990589859816e-01,3.116661791606509593e-02,8.925253074985478596e-01,8.473239120857718376e+01,-1.163505043793554128e+00,6.661255005370761983e-01
3.450611749593461841e-01,2.357202420677188479e-02,9.186945962193671100e-01,1.153331875097059225e+02,-9.449308091297192735e-01,5.822809115181967199e-01
1.140452635967897088e-01,7.169294269883490223e-02,5.537991587376775993e-01,3.156867706696837317e+01,-3.125112494919334960e+00,1.301381574827700671e+00
3.636215860776875197e-01,2.779728005219265011e-02,9.128071949714009481e-01,9.955993682398261058e+01,-1.059117105822063865e+00,3.980437614666429980e-01
9.189851271437478319e-02,1.169837850420847869e-01,5.021428431178742713e-01,3.133558677691795680e+01,-2.123598438602095406e+00,1.898513999821880738e+00
4.829146431576223503e-02,1.789624664970699275e-01,-8.258499373407682254e-02,1.469337966517697147e+01,-6.779548613577968119e+00,2.761115321811065559e+00
