2.629011110845952404e-01,8.561769676694386266e-01,3.205694057250322082e+00,2.795405551425524391e+04,1.091745460959758248e+03,1.263814047338565842e+02
7.332931034296876968e-03,3.503973989929301869e+00,4.276837180488676893e+01,2.218333473625824013e+02,1.640754608009174035e+03,7.801520710815204041e+01
2.366840975654614654e-02,2.025252256338984314e+00,1.691957613333008226e+01,7.341566941050672312e+02,1.085612031220211975e+03,6.187264553412128976e+01
1.868922051534402939e-01,7.071257284246861285e-01,2.300758039449182668e+00,1.875247924703269746e+04,1.203099669764612827e+03,1.309065045691980345e+02
1.355926181341433889e-01,2.075551814864738276e+00,8.323923843008827816e+00,1.723417408874709508e+04,2.422102263182689967e+03,1.307689136191335422e+02
1.198760570166762657e-01,2.347205002986583189e+00,8.406078312339669623e+00,2.053714790028809512e+04,2.803833409551441946e+03,1.151491724123103211e+02
8.426023720858362431e-02,2.013680410551569988e+00,8.998965144063021171e+00,1.835260703989807371e+04,2.630861039818823883e+03,1.013555945372281286e+02
1.106080727171252498e-01,2.743669465709532851e+00,1.151418126089200022e+01,2.356467212252167155e+04,2.298821935567631954e+03,1.606566858845748129e+02
2.101641866085169896e-01,2.188229260248303554e+00,9.856853606316290595e+00,3.666692658639876026e+04,1.248753508677896207e+03,1.724475222031857413e+02
1.874305823529122395e-01,1.146654411817108477e+00,6.075016800328240762e+00,3.399967372406046343e+04,1.259546011268982966e+03,1.465672202494682494e+02
3.556734359595775108e-01,1.215410737633446203e+00,7.106664893050115062e+00,4.136278089480228664e+04,3.536575349854272190e+03,2.017481082383579007e+02
1.184079861239230702e+00,1.078217688277183228e+00,1.300910643152421287e+01,1.362295708427563659e+05,1.026431933961316190e+03,1.832050968532662125e+02
3.603412000378506175e+00,6.589178446675534317e-01,9.146852933456957047e+00,3.947959630525031826e+05,4.439240685184345807e+02,1.034314773770366003e+02
3.549662569977651838e+00,2.221155423716019706e-01,4.115023267681162444e+00,3.852424391948709963e+05,2.170608491796138537e+02,7.428575866565218178e+01
3.296677332779637037e+00,2.607445908506458854e-01,8.012640163383927927e+00,3.439634329552239506e+05,3.130137192715424135e+02,1.245485273462631000e+02
5.144174623426278181e+00,9.146235585884694708e-02,3.099566331024032451e+00,4.947579523063445813e+05,1.136533748308302734e+02,3.064235035015456177e+01
7.326573017583573488e+00,1.091497391341617329e-01,3.904190235699683598e+00,6.203950759575024713e+05,1.392455471660871638e+02,3.844583065053087978e+01
6.933119130372817907e+00,4.525190027829768119e-02,1.917761831709293707e+00,7.383769503611699911e+05,5.876643230449683131e+01,1.975375638728005612e+01
3.746976244715952920e+00,1.358769347515836889e+00,7.382201353995689885e+01,2.603807558867985208e+05,2.689876737731211506e+03,4.441737211250332962e+02
1.234108109427029554e+01,9.403489781845061901e-02,2.901253752374567174e+00,8.690019962632434908e+05,1.080539736732144434e+02,1.571729482879011819e+01
1.825928569585425487e+00,2.275539062079670938e+00,5.590247910120530150e+01,1.877048852580281964e+05,1.358337564663816920e+03,6.910017255188644185e+02
2.191100210165128903e-01,1.926157484291196376e+00,9.228123246048073725e+01,1.681194586672399601e+04,8.015504246201554452e+03,5.094626323391931351e+02
5.681556528105288599e-03,4.462189208484092617e+00,8.062595633184623978e+01,2.011764992666273031e+02,2.324402445627231373e+03,1.134277750269830563e+02
