3.446392288136464477e-01,7.773125915526496454e-01,2.869164191343015258e+00,3.473721609077718313e+04,1.458313809109642989e+02
8.443830732058557262e-03,4.660647931481014972e+00,3.465043103072900976e+01,2.388575071900258990e+02,7.751613003641128330e+01
2.808395395938034431e-02,2.104513848977549006e+00,1.679849526448211705e+01,9.057656630845583550e+02,7.219370449958236691e+01
3.624650406233513311e-01,5.712118475083522995e-01,2.792793435304314009e+00,3.291111163446377759e+04,1.363389251028042111e+02
8.939507477796773682e-03,5.464540567877965493e+00,3.441462356880857243e+01,2.294238854558031449e+02,9.533492514706846066e+01
3.001964679379620984e-02,1.973440216288072868e+00,1.650889824570343478e+01,8.638358097341125585e+02,6.927772479091655100e+01
3.625367351026990148e-01,5.712541466426310777e-01,2.792846582560868374e+00,3.291695194047555560e+04,1.363517824961219844e+02
3.610550869821109177e-01,5.775922031964225711e-01,2.867533768803557148e+00,3.246491020279138684e+04,1.376032937647126175e+02
9.065523253383601238e-03,4.727678439431122648e+00,3.375492696460302966e+01,2.420903041067199695e+02,8.129615448266309841e+01
2.324913143053759790e-02,2.345841886956272049e+00,1.743687037516700755e+01,6.812626006099874303e+02,8.132194532529486253e+01
