1.973000000000000032e-01,3.529999999999999805e-02,4.159999999999999809e-01,5.359479999999999933e+01,4.182699999999999640e+00
2.268000000000000016e-01,7.979999999999999594e-02,6.999999999999999556e-01,1.564179999999999993e+01,1.944700000000000095e+00
8.999999999999999667e-02,1.300000000000000044e-01,9.100000000000000311e-01,3.300000000000000000e+01,2.100000000000000089e+00
9.929999999999999938e-02,1.328000000000000014e-01,9.217999999999999527e-01,3.419950000000000045e+01,2.143800000000000150e+00
1.409999999999999969e-02,-7.570000000000000340e-02,-2.344999999999999862e-01,2.691100000000000048e+00,4.651699999999999946e+00
8.999999999999999667e-02,1.300000000000000044e-01,9.100000000000000311e-01,3.300000000000000000e+01,2.100000000000000089e+00
9.929999999999999938e-02,1.328000000000000014e-01,9.217999999999999527e-01,3.419950000000000045e+01,2.143800000000000150e+00
9.929999999999999938e-02,1.328000000000000014e-01,9.217999999999999527e-01,3.419950000000000045e+01,2.143800000000000150e+00
1.409999999999999969e-02,-7.570000000000000340e-02,-2.344999999999999862e-01,2.691100000000000048e+00,4.651699999999999946e+00
8.999999999999999667e-02,1.300000000000000044e-01,9.100000000000000311e-01,3.300000000000000000e+01,2.100000000000000089e+00
