9.927718324518330917e-02,1.328325475477330764e-01,9.217582211083190646e-01,3.419952589519457575e+01,2.143775742274823148e+00
1.408948434364905994e-02,-7.568828975300316564e-02,-2.345414365596940887e-01,2.691052862727618677e+00,4.651749873609083430e+00
3.704345199123725008e-02,1.326440333420852991e-01,4.847468151983388984e-01,8.219977911128516723e+00,3.492394787584649052e+00
1.050542285791091490e-01,1.054458479700498413e-01,9.157418251734280590e-01,3.419925126640966084e+01,2.153765526683015796e+00
1.418275133733954904e-02,-1.129948403681335645e-01,-2.333375693021507435e-01,2.598583564787696254e+00,4.746534321925480526e+00
3.838803964644584704e-02,7.982061630593781376e-02,4.776380159544227899e-01,8.079255656414627396e+00,3.506556385188873470e+00
1.050568614171154408e-01,1.054438717366693312e-01,9.157576771470546939e-01,3.419925034269332542e+01,2.153713163856646684e+00
1.052908358968888680e-01,1.058758866356689782e-01,9.110061775131006456e-01,3.419973205071449485e+01,2.160491394140791499e+00
1.670232281389164367e-02,-1.149483030817746027e-01,-2.154109945330505149e-01,3.172503055367002833e+00,4.872110550537558815e+00
3.620787620682121982e-02,7.985590587900122383e-02,4.522902846477858119e-01,7.937965301288846476e+00,3.848401790006434009e+00
