0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.262380638859335880e-01,1.619052895498461486e-01,1.011559932035535292e+00,1.916133885874061349e+01
1.262739008264746055e-01,1.619256949550440250e-01,1.011558790324906143e+00,1.916622646236169203e+01
1.262264340575736665e-01,1.619322084478974078e-01,1.011561375895297044e+00,1.915976069555376426e+01
1.262784977388934915e-01,1.618606589009520258e-01,1.011618874455161299e+00,1.916678504169628283e+01
1.262696040269526698e-01,1.619073743497954632e-01,1.011619245508705411e+00,1.916620192223367170e+01
1.220729280546954676e-02,4.999923631784257694e-01,8.263480253474460024e-01,2.000000000000000000e+00
1.262872278970532391e-01,1.618522772346270289e-01,1.011654975484316932e+00,1.917009282315127905e+01
1.262877153379074469e-01,1.618838999829832759e-01,1.011593947612183353e+00,1.916884260975073673e+01
1.262678042872299455e-01,1.618519843215508458e-01,1.011646508607976891e+00,1.916661873325953280e+01
1.262304401425016764e-01,1.619201243415643865e-01,1.011596327947798191e+00,1.916049305399521785e+01
1.262620913792150135e-01,1.618682155660024491e-01,1.011670306129834440e+00,1.916660732551759594e+01
1.262744070211159753e-01,1.618577907265477123e-01,1.011642197499271756e+00,1.916819388229100696e+01
1.262741232236415101e-01,1.618995309377987413e-01,1.011558987348097682e+00,1.916692713699455197e+01
1.262980740164079685e-01,1.618359534818789025e-01,1.011677022435179651e+00,1.917024620650585121e+01
1.262748642158003087e-01,1.619106142113581337e-01,1.011557029756649406e+00,1.916608866236110842e+01
1.262913949005302072e-01,1.618459739918631790e-01,1.011690240699456567e+00,1.916960924834468472e+01
1.340728419493909529e-01,1.029665004294975927e-01,9.664572694816974119e-01,1.527154769992099226e+01
1.340820631104688021e-01,1.029525542811760008e-01,9.664785974373902855e-01,1.527226801144076163e+01
1.340720147979226340e-01,1.029667260933682660e-01,9.664566564905757717e-01,1.527145304560370498e+01
1.340723787587919935e-01,1.029668671031529342e-01,9.664557769886786831e-01,1.527151346412175315e+01
1.340732993337242496e-01,1.029682787872448213e-01,9.664561267514341081e-01,1.527154871452536611e+01
1.340731490506708867e-01,1.029660013742856733e-01,9.664579648101430109e-01,1.527160504289517817e+01
1.340674579076959749e-01,1.029702343640173934e-01,9.664405929465276213e-01,1.527102369364969192e+01
1.340668049757800517e-01,1.029720457817558388e-01,9.664435842741346816e-01,1.527083758900160859e+01
1.340691985183629920e-01,1.029701548869160627e-01,9.664488931561995289e-01,1.527116117905939774e+01
1.340688143532126064e-01,1.029692210284154641e-01,9.664490691868797834e-01,1.527111741952804991e+01
1.340680848765982147e-01,1.029699323761626012e-01,9.664491797709213738e-01,1.527106111560595103e+01
1.340755259095747776e-01,1.029656740307344220e-01,9.664606557800494713e-01,1.527190647956891922e+01
1.340720321581290453e-01,1.029669722883850697e-01,9.664553905281405566e-01,1.527147483225747138e+01
1.340678797313917536e-01,1.029697559707902776e-01,9.664509681645054862e-01,1.527103446644468576e+01
1.340875080878640158e-01,1.029484302747021435e-01,9.664510901631659934e-01,1.527280573553488985e+01
1.340676202088928182e-01,1.029704543392173238e-01,9.664486568651735610e-01,1.527098265711279268e+01
1.340700657872544721e-01,1.029659790591275353e-01,9.664615564993320751e-01,1.527131481916726052e+01
1.340727519605010853e-01,1.029664931373920483e-01,9.664570912675534142e-01,1.527154886201882711e+01
1.340766174247548792e-01,1.029634578128735128e-01,9.664634180163874655e-01,1.527198397605802427e+01
1.340720334361696076e-01,1.029668681808427466e-01,9.664555811454669243e-01,1.527138922858587655e+01
