0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.385000000000000120e-01,9.990000000000000269e-02,1.000999999999999890e+00,2.098420000000000130e+01
1.428999999999999992e-01,8.169999999999999485e-02,9.938000000000000167e-01,2.100379999999999825e+01
1.592999999999999972e-01,1.136999999999999955e-01,9.965000000000000524e-01,2.100509999999999877e+01
1.469000000000000028e-01,9.489999999999999825e-02,9.907000000000000250e-01,3.000420000000000087e+01
1.055999999999999994e-01,5.038000000000000256e-01,9.122000000000000108e-01,2.204479999999999862e+01
-4.669999999999999846e-02,-1.922999999999999987e-01,9.717000000000000082e-01,2.201800000000000068e+01
9.600000000000000200e-02,2.044999999999999873e-01,9.387999999999999678e-01,2.206350000000000122e+01
2.706000000000000072e-01,-1.408999999999999975e-01,9.202000000000000179e-01,2.205270000000000152e+01
2.076000000000000068e-01,6.779999999999999916e-02,1.119199999999999973e+00,2.207379999999999853e+01
1.748000000000000109e-01,2.010000000000000120e-01,1.028000000000000025e+00,2.173829999999999885e+01
1.635000000000000064e-01,8.640000000000000457e-02,1.000099999999999989e+00,2.195299999999999940e+01
1.791000000000000092e-01,7.679999999999999327e-02,1.212599999999999900e+00,2.197960000000000136e+01
2.121999999999999997e-01,1.580999999999999905e-01,1.005700000000000038e+00,2.203249999999999886e+01
-6.130000000000000032e-02,3.413999999999999813e-01,9.295999999999999819e-01,2.205559999999999832e+01
1.444000000000000006e-01,2.195999999999999897e-01,1.016000000000000014e+00,2.203920000000000101e+01
1.184999999999999942e-01,-6.239999999999999714e-02,1.044399999999999995e+00,2.197100000000000009e+01
1.605999999999999928e-01,3.558999999999999941e-01,1.097699999999999898e+00,2.201219999999999999e+01
7.349999999999999589e-02,3.521000000000000241e-01,1.041500000000000092e+00,2.181790000000000163e+01
7.710000000000000187e-02,-3.118000000000000216e-01,9.875000000000000444e-01,2.191689999999999827e+01
2.735000000000000209e-01,2.489999999999999852e-02,1.021800000000000042e+00,2.210389999999999944e+01
2.366000000000000048e-01,9.700000000000000289e-03,1.006499999999999950e+00,2.198329999999999984e+01
1.152999999999999997e-01,-5.109999999999999959e-02,7.994999999999999885e-01,2.200069999999999837e+01
8.359999999999999376e-02,-3.640000000000000180e-02,7.808000000000000496e-01,2.195220000000000127e+01
5.569999999999999951e-02,-6.169999999999999790e-02,8.992999999999999883e-01,2.202880000000000038e+01
2.169999999999999984e-01,5.963000000000000522e-01,1.063199999999999923e+00,2.186220000000000141e+01
2.340000000000000135e-01,4.865999999999999770e-01,1.045900000000000052e+00,2.204019999999999868e+01
1.338999999999999913e-01,3.318999999999999728e-01,1.077499999999999902e+00,2.195360000000000156e+01
1.338000000000000023e-01,-4.556000000000000050e-01,9.402000000000000357e-01,2.201689999999999969e+01
1.917999999999999983e-01,7.480000000000000537e-02,9.713000000000000522e-01,2.205000000000000071e+01
1.303999999999999881e-01,2.029999999999999860e-02,9.411000000000000476e-01,2.189740000000000109e+01
2.444999999999999951e-01,-4.983000000000000207e-01,8.507000000000000117e-01,2.209120000000000061e+01
8.459999999999999465e-02,1.487999999999999878e-01,9.888000000000000123e-01,2.204329999999999856e+01
2.475999999999999868e-01,-3.689000000000000057e-01,1.038100000000000023e+00,2.202469999999999928e+01
6.610000000000000597e-02,-1.908999999999999864e-01,1.151999999999999913e+00,2.204820000000000135e+01
1.136999999999999955e-01,2.657999999999999807e-01,8.918000000000000371e-01,2.216850000000000165e+01
8.359999999999999376e-02,1.190999999999999975e-01,1.032100000000000017e+00,2.201419999999999888e+01
5.680000000000000326e-02,3.379999999999999671e-02,9.032999999999999918e-01,2.201930000000000121e+01
1.620999999999999941e-01,-1.370000000000000037e-02,1.037400000000000100e+00,2.183650000000000091e+01
7.159999999999999698e-02,6.274999999999999467e-01,8.931000000000000050e-01,2.201050000000000040e+01
3.250000000000000111e-02,2.631000000000000005e-01,9.094999999999999751e-01,2.195850000000000080e+01
1.135000000000000037e-01,-6.166000000000000369e-01,8.979000000000000314e-01,2.207489999999999952e+01
1.817999999999999894e-01,8.490000000000000324e-02,1.065399999999999903e+00,2.196379999999999910e+01
1.039999999999999952e-02,9.619999999999999385e-02,8.084000000000000075e-01,2.209580000000000055e+01
-3.500000000000000333e-02,2.081000000000000072e-01,8.598000000000000087e-01,2.201739999999999853e+01
