6.331940450689063637e-02,2.026316488839882413e-01,7.396393454904490738e-01,-7.328853008299797800e+00,2.764240234051995593e+00
1.758980936653743443e-01,5.425385194302516367e-02,6.907932872040989380e-01,-1.955077894801849236e+00,5.575924232595009800e-01
4.931107104610878145e-02,1.374961485430753472e-01,7.009806378582285058e-01,-2.019033674796051336e+00,4.821084414937820029e+00
6.679020631870276337e-02,1.646702760748443017e-01,7.299880275912014049e-01,-7.334694894795329212e+00,2.784620460377063011e+00
1.834628489406471274e-01,4.027615474177523303e-02,6.874170361970127763e-01,-1.976696835776907468e+00,5.824275469935857874e-01
5.803073545447246656e-02,1.687089596331275976e-01,5.090631518147421541e-01,-4.075919732658815242e+00,4.344778503672250380e+00
6.672608969749482810e-02,1.647749824232520865e-01,7.294986117047337348e-01,-7.446227729563704045e+00,2.782704454220469081e+00
6.682594625336327199e-02,1.659758946949764502e-01,7.210037830044407903e-01,-7.499718326640291366e+00,2.796678444801301122e+00
1.837593138051815955e-01,4.028079997440286997e-02,6.838955248280421673e-01,-1.973519993780541437e+00,5.824288679132179070e-01
5.303039826909396182e-02,1.051658618438031378e-01,6.160044455740799618e-01,-2.491118238295295662e+00,4.934937271715726936e+00
