0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.232744862027225323e-02,6.257119730105062949e-01,2.877313821042716935e+00,9.878214325984927200e+02,6.026617382410726975e+01
1.506328198948871100e-02,2.259527895617890469e-01,2.056787235342461884e+00,1.422221915205055325e+02,4.243065636439301791e+00
8.643052870000000453e-04,4.045496659999999745e-01,2.689052189999999953e+00,1.826563480000000084e+02,1.946351359999999975e+00
1.342496280964781963e-02,6.065955189267189240e-01,2.830436816637682984e+00,9.940956142191357685e+02,5.848099978674696331e+01
1.644784431613355649e-02,2.254114878152883028e-01,2.085192514631772465e+00,1.430730232554167571e+02,4.232467044937467726e+00
1.489722897051315789e-03,3.121979570215915878e-01,2.720802288822221637e+00,9.406970218881819790e+01,1.836731183724776173e+00
1.336469926525674437e-02,6.058870161107957619e-01,2.827661291096648100e+00,9.909077436108204893e+02,5.827631321045328150e+01
1.350378148025698812e-02,6.142720427902155222e-01,2.861588526789329734e+00,1.001319771047805261e+03,5.981908311330224137e+01
1.642593869842398635e-02,2.251880081224937602e-01,2.079144206260453931e+00,1.426852684139643088e+02,4.237965429307229748e+00
1.329507494219366774e-03,4.266821061926341918e-01,2.844332533481775283e+00,2.103149516289692258e+02,3.717453730845901028e+00
