0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.405773794241306662e-01,1.390552049196430850e+01,1.762075125391224901e+02,3.043647541858925251e+04,2.076421719174399811e+02
2.621996080354144915e-02,3.687777692342453228e-02,1.238178110625907546e+00,1.237051114556007434e+02,9.015558679631821448e+00
6.668711105638354744e-03,4.285402466065273330e+01,4.942347301386686809e+01,4.465175143714379374e+03,1.200561886760361574e+00
1.800419736250566671e-01,6.009634040870526661e+00,1.784954030698294725e+00,1.149479557662330791e+02,8.495088975315171638e+02
3.933070730188059638e-02,8.622255140438791349e-03,1.217983100388623674e+00,6.734690373852981971e+00,3.633162065961534459e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.722217735327101332e-02,3.116168004645121670e+00,1.850095834114978022e+00,3.733530594850894317e+02,8.491498139513902288e+01
1.810911936023885602e-02,4.969710070411991865e+00,2.090280639595581391e+01,6.101057433990392553e+01,3.268873678292768403e+01
1.478261989426550571e-01,9.569623463201124350e-03,3.766170704938584191e+00,1.084149897270344276e+00,4.096846059023509667e+01
5.044083959687446772e-02,1.318373718825269769e+01,1.409656517708360646e+01,2.052863727922795700e-01,1.319649248017679355e+01
